City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,dryden,49.7833,-92.7503,-2.84,74,20,1.54,CA,1702684259
278,nar'yan-mar,67.6713,53.087,-13.83,92,99,5.36,RU,1702684259
279,vernon,50.2581,-119.2691,4.2,86,98,3.09,CA,1702684259
280,wewak,-3.5534,143.6268,29.01,68,77,1.3,PG,1702684259
281,butha-buthe,-28.8333,28.5,9.81,81,100,1.79,LS,1702684259
282,hermanus,-34.4187,19.2345,16.28,87,0,3.53,ZA,1702684260
283,flin flon,54.7682,-101.865,-4.09,74,20,3.6,CA,1702684260
284,chardara,41.2547,67.9692,0.97,78,100,4.26,KZ,1702684260
285,taltal,-25.4,-70.4833,18.63,79,24,2.23,CL,1702684260
286,thoen,17.6129,99.2161,20.5,92,49,0.47,TH,1702684260
287,alaghsas,17.0187,8.0168,16.57,22,0,5.99,NE,1702684260
288,scottburgh,-30.2867,30.7532,18.98,92,100,1.14,ZA,1702684260
289,cannonvale,-20.2833,148.7,27.66,71,100,2.78,AU,1702684261
290,qui nhon,13.7667,109.2333,23.7,87,35,2.96,VN,1702684261
291,tazovsky,67.4667,78.7,-27.87,98,76,2.48,RU,1702684261
292,puerto deseado,-47.7503,-65.8938,20.07,32,100,11.74,AR,1702684261
293,tazacorte,28.629,-17.9293,18.54,59,0,4.12,ES,1702684261
294,mermoz boabab,14.7065,-17.4758,24.88,73,88,3.09,SN,1702684261
295,penzance,50.1186,-5.5371,10.38,95,18,4.74,GB,1702684262
296,campo alegre,-9.7819,-36.3508,22.84,87,100,1.52,BR,1702684262
297,mitchell,43.7094,-98.0298,3.74,81,100,4.12,US,1702684262
298,hajjah,15.6943,43.6058,15.2,61,20,0.68,YE,1702684262
299,genhe,50.7833,121.5167,-38.17,100,46,0.38,CN,1702684263
300,soure,-0.7167,-48.5233,27.55,77,71,5.51,BR,1702684263
301,erenhot,43.6475,111.9767,-23.95,89,74,5.92,CN,1702684263
302,arraial do cabo,-22.9661,-42.0278,25.98,78,0,8.75,BR,1702684263
303,marco island,25.9363,-81.7157,20.58,79,75,4.12,US,1702684229
304,yantarnyy,54.8717,19.9381,4.3,90,100,9.06,RU,1702684264
305,touros,-5.1989,-35.4608,26.51,81,93,5.51,BR,1702684264
306,jeddah,21.5169,39.2192,25.92,15,0,1.03,SA,1702684070
307,queenstown,-31.8976,26.8753,13.86,90,100,2.15,ZA,1702684264
308,urengoy,65.9667,78.3667,-31.4,100,15,0.46,RU,1702684264
309,chonchi,-42.6128,-73.8092,12.56,98,100,2.0,CL,1702684265
310,nigel,-26.4314,28.4771,17.44,76,99,0.58,ZA,1702684265
311,antalaha,-14.9003,50.2788,23.6,89,71,2.22,MG,1702684265
312,vilyuchinsk,52.9306,158.4028,-3.85,71,76,9.93,RU,1702684265
313,karlovac,45.4872,15.5478,4.52,86,21,1.41,HR,1702684265
314,isla del bosque,22.7333,-105.85,24.14,62,0,5.01,MX,1702684265
315,mugia,43.1041,-9.2179,9.39,77,1,2.81,ES,1702684266
316,hanceville,34.0607,-86.7675,12.95,56,1,2.86,US,1702684266
317,san ignacio de velasco,-16.3667,-60.95,26.59,63,100,2.01,BO,1702684266
318,ouesso,1.6136,16.0517,21.94,65,98,0.37,CG,1702684266
319,kavieng,-2.5744,150.7967,26.58,87,100,7.63,PG,1702684266
320,broken hill,-31.95,141.4333,21.07,33,0,4.64,AU,1702684266
321,mil'kovo,55.6078,37.7956,-11.64,96,65,3.35,RU,1702684267
322,yakeshi,49.2833,120.7333,-40.32,100,94,1.27,CN,1702684267
323,ciutadella,40.0011,3.8414,13.45,62,4,13.54,ES,1702684267
324,fortuna,40.5982,-124.1573,15.52,66,0,0.0,US,1702684267
325,newquay,50.4132,-5.0819,10.42,100,100,3.6,GB,1702684267
326,vila do maio,15.1333,-23.2167,24.44,73,100,5.28,CV,1702684267
327,cabo san lucas,22.8909,-109.9124,27.64,70,0,1.54,MX,1702684268
328,aleg,17.0481,-13.9209,22.73,12,87,5.8,MR,1702684268
329,plastun,44.7561,136.2939,-12.4,49,100,2.55,RU,1702684268
330,la'ie,21.6477,-157.9253,26.98,60,59,9.65,US,1702684268
331,springbok,-29.6643,17.8865,15.05,46,0,1.6,ZA,1702684268
332,hot springs village,34.6655,-93.01,12.62,72,100,0.82,US,1702684039
333,cuatro cienegas de carranza,26.9833,-102.0833,17.39,80,40,3.84,MX,1702684269
334,ola,59.5833,151.2833,-13.25,80,100,6.2,RU,1702684269
335,la passe,45.5549,-0.8967,6.1,80,46,0.84,FR,1702684269
336,la villa del rosario,10.3258,-72.3134,26.65,75,100,3.21,VE,1702684270
337,selfoss,63.9331,-20.9971,0.58,54,99,15.12,IS,1702684270
338,mount gambier,-37.8333,140.7667,17.84,53,93,5.84,AU,1702684270
339,yerofey pavlovich,53.9667,121.9667,-32.44,95,83,1.58,RU,1702684270
340,freetown,8.484,-13.2299,26.36,68,62,2.53,SL,1702684270
341,manicore,-5.8092,-61.3003,24.79,95,100,1.1,BR,1702684270
342,pokhara,28.2333,83.9833,10.71,46,12,1.9,NP,1702684123
343,timimoun,29.2639,0.231,9.21,46,0,4.12,DZ,1702684271
344,mandali,33.7499,45.5541,13.04,62,0,4.03,IQ,1702684271
345,ciudad guadalupe victoria,24.4497,-104.1225,15.85,41,0,5.45,MX,1702684271
346,kidodi,-7.6036,37.0044,22.2,93,11,1.18,TZ,1702684271
347,lycksele,64.5954,18.6735,-14.07,85,76,0.0,SE,1702684271
348,mahajanga,-15.7167,46.3167,26.01,94,20,0.0,MG,1702684272
349,santa lucia,27.9117,-15.5407,14.62,77,0,5.14,ES,1702684272
350,vanimo,-2.6741,141.3028,26.38,89,91,2.39,PG,1702684272
351,saint-pierre,-21.3393,55.4781,24.82,73,0,2.57,RE,1702684272
352,neyshabur,36.2133,58.7958,1.83,78,32,1.91,IR,1702684272
353,utena,55.5,25.6,-3.38,97,94,2.98,LT,1702684272
354,revda,56.801,59.9303,-19.37,87,70,1.67,RU,1702684273
355,mhamid,29.82,-5.72,10.82,33,5,3.87,MA,1702684273
356,colonia,50.9333,6.95,7.87,80,100,2.06,DE,1702684222
357,labrador city,52.9463,-66.9114,-6.05,68,100,7.72,CA,1702684273
358,tyazhinskiy,56.116,88.524,-16.93,77,100,6.06,RU,1702684273
359,beira,-19.8436,34.8389,26.05,84,95,2.38,MZ,1702684274
360,luderitz,-26.6481,15.1594,15.67,74,0,7.24,,1702684274
361,kudymkar,59.0173,54.656,-12.87,69,100,4.28,RU,1702684274
362,hammerfest,70.6634,23.6821,-5.75,68,75,5.14,NO,1702684274
363,ciudad melchor muzquiz,27.8833,-101.5167,18.14,62,97,3.68,MX,1702684274
364,mwene-ditu,-7.0,23.45,19.04,97,43,0.8,CD,1702684275
365,hilo,19.7297,-155.09,25.71,72,75,5.14,US,1702684275
366,broome,42.2506,-75.833,5.93,86,28,1.88,US,1702684275
367,tvoroyri,61.5556,-6.8111,9.91,91,100,19.38,FO,1702684275
368,woodlake,37.4211,-77.6793,8.81,73,0,0.0,US,1702684275
369,rolesville,35.9232,-78.4575,8.38,61,0,0.0,US,1702684275
370,polyarnyy,69.1989,33.4478,-13.81,97,57,4.65,RU,1702684276
371,chita,52.0333,113.55,-39.06,67,20,0.0,RU,1702684030
372,kenai,60.5544,-151.2583,-7.7,94,100,4.12,US,1702684276
373,molchanovo,57.5817,83.7692,-15.1,96,100,2.4,RU,1702684276
374,mariehamn,60.0973,19.9348,-2.08,93,100,2.06,AX,1702684276
375,westport,41.1415,-73.3579,11.99,55,0,2.06,US,1702684029
376,meadow lakes,61.6247,-149.6011,-7.64,87,100,0.69,US,1702684277
377,kailua-kona,19.6406,-155.9956,26.98,67,75,7.72,US,1702684277
378,puerto el triunfo,13.2833,-88.55,32.51,73,26,1.58,SV,1702684277
379,dongtai,32.8523,120.3095,-2.62,67,80,6.87,CN,1702684277
380,cudillero,43.5622,-6.1459,9.81,88,20,3.09,ES,1702684277
381,chegdomyn,51.1167,133.0167,-33.04,96,81,0.7,RU,1702684277
382,hays,30.0502,-98.0336,15.5,90,100,2.63,US,1702684278
383,paragominas,-2.9667,-47.4833,27.71,59,98,1.02,BR,1702684157
384,pisco,-13.7,-76.2167,23.03,73,0,7.72,PE,1702684278
385,ulladulla,-35.35,150.4667,28.2,29,60,2.58,AU,1702684278
386,severo-yeniseyskiy,60.3725,93.0408,-23.01,99,100,0.89,RU,1702684278
387,vaasa,63.096,21.6158,-2.75,97,100,2.68,FI,1702684279
388,correntina,-13.3433,-44.6367,23.57,29,0,1.45,BR,1702684279
389,shalqar,47.8333,59.6,-7.89,55,100,5.37,KZ,1702684279
390,el sauzal de rodriguez,31.9,-116.6833,18.56,61,87,1.15,MX,1702684279
391,umarizal,-5.9906,-37.8144,27.89,66,62,2.81,BR,1702684279
392,haiku-pauwela,20.9219,-156.3051,24.03,62,40,9.26,US,1702684280
393,bandarbeyla,9.4942,50.8122,25.39,71,100,9.46,SO,1702684280
394,happy valley-goose bay,53.3168,-60.3315,0.17,69,100,8.23,CA,1702684280
395,liliani,32.2065,72.9537,11.4,35,6,0.97,PK,1702684281
396,sona,45.4388,10.8255,6.44,81,0,2.57,IT,1702684281
397,gunjur,13.2019,-16.7339,25.04,65,0,4.12,GM,1702684281
398,santa rosa,14.3122,121.1114,25.06,95,63,3.98,PH,1702684046
399,osorno,-40.5667,-73.15,15.17,63,75,7.72,CL,1702684281
400,san antonio,29.4241,-98.4936,18.28,95,100,2.06,US,1702684051
401,cortland,42.6001,-76.083,7.45,86,0,0.0,US,1702684122
402,suva,-18.1416,178.4415,28.71,74,75,4.12,FJ,1702684282
403,deniliquin,-35.5333,144.9667,20.95,29,20,5.28,AU,1702684282
404,alice springs,-23.7,133.8833,30.75,12,72,5.66,AU,1702684053
405,nago,26.5881,127.9761,22.47,85,73,7.69,JP,1702684284
406,sur,22.5667,59.5289,22.49,71,8,2.59,OM,1702684284
407,abu dhabi,24.4667,54.3667,24.41,50,0,2.57,AE,1702684098
408,ventspils,57.3894,21.5606,2.96,93,100,4.63,LV,1702684284
409,winkler,49.1817,-97.941,-1.88,80,100,1.54,CA,1702684284
410,calama,-22.4667,-68.9333,23.27,25,0,12.35,CL,1702684285
411,peniche,39.3558,-9.3811,13.58,65,33,5.93,PT,1702684285
412,muriti,-1.9833,32.9167,22.74,73,67,2.31,TZ,1702684285
413,murzuq,25.9155,13.9184,10.82,47,0,4.15,LY,1702684285
414,bria,6.5423,21.9863,20.08,35,82,1.74,CF,1702684286
415,solleftea,63.1667,17.2667,-12.08,96,94,0.56,SE,1702684286
416,gering,41.8258,-103.6605,9.07,35,0,6.69,US,1702684286
417,codrington,-38.2667,141.9667,18.03,53,100,8.02,AU,1702684286
418,novoarkhanhel's'k,48.658,30.8182,-1.7,74,56,4.92,UA,1702684286
419,cumana,10.4635,-64.1775,25.97,86,94,3.82,VE,1702684287
420,caleta de carquin,-11.0925,-77.6267,21.62,82,53,4.32,PE,1702684287
421,srednyaya yelyuzan',53.0241,45.9529,-9.45,95,100,5.11,RU,1702684287
422,new norfolk,-42.7826,147.0587,14.95,77,97,5.0,AU,1702684287
423,klaksvik,62.2266,-6.589,10.51,92,100,11.95,FO,1702684288
424,nguigmi,14.2495,13.1092,18.17,24,29,5.35,NE,1702684288
425,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-20.8,88,97,3.03,RU,1702684288
426,debre tabor,11.85,38.0167,13.59,64,100,0.39,ET,1702684288
427,el granada,37.5027,-122.4694,18.27,53,0,0.45,US,1702684288
428,ngereklmadel,7.4883,134.4856,27.05,89,100,2.57,PW,1702684289
429,connell,46.6635,-118.8611,5.2,88,97,0.47,US,1702684289
430,la sarre,48.8002,-79.1996,-2.11,81,100,4.08,CA,1702683990
431,emerald,-23.5333,148.1667,31.3,56,99,3.61,AU,1702684289
432,bodden town,19.2833,-81.25,27.0,83,20,5.66,KY,1702684289
433,chernyshevskiy,63.0128,112.4714,-40.12,100,97,1.16,RU,1702684290
434,sijunjung,-0.6876,100.9537,22.58,97,99,0.58,ID,1702684290
435,dalhart,36.0595,-102.5133,10.01,40,0,5.14,US,1702684290
436,brisas de zicatela,15.8369,-97.0419,28.29,65,40,3.09,MX,1702684290
437,coquimbo,-29.9533,-71.3436,15.85,82,75,4.63,CL,1702684070
438,peterhead,57.5058,-1.7981,12.22,80,100,6.45,GB,1702684291
439,kerikeri,-35.2268,173.9474,23.28,63,62,0.45,NZ,1702684291
440,minas de marcona,-15.2119,-75.1103,16.98,79,60,4.53,PE,1702684291
441,xai-xai,-25.0519,33.6442,24.24,93,88,3.65,MZ,1702684291
442,gizo,-8.103,156.8419,28.23,79,100,5.01,SB,1702684292
443,gorgan,36.8387,54.4348,1.98,100,0,0.0,IR,1702684292
444,barranca,-10.75,-77.7667,21.28,80,54,3.31,PE,1702684292
445,novodvinsk,64.4165,40.8122,-12.14,95,100,1.32,RU,1702684292
446,wenxing,28.6667,112.8833,0.7,55,97,6.58,CN,1702684292
447,kurumkan,54.3,110.3,-27.15,96,91,1.34,RU,1702684292
448,nouadhibou,20.931,-17.0347,21.99,46,3,3.6,MR,1702684293
449,dalandzadgad,43.5708,104.425,-21.18,71,0,1.46,MN,1702684293
450,saint-joseph,-21.3667,55.6167,24.21,82,22,3.44,RE,1702684293
451,port blair,11.6667,92.75,27.02,83,20,4.12,IN,1702684293
452,inongo,-1.95,18.2667,22.94,84,69,1.6,CD,1702684293
453,meadow lake,34.8014,-106.5436,9.71,54,2,1.97,US,1702684293
454,puerto aysen,-45.4,-72.7,4.63,100,100,0.83,CL,1702684293
455,port douglas,-16.4833,145.4667,25.71,91,100,4.69,AU,1702684294
456,sault ste. marie,46.5168,-84.3333,4.16,96,100,5.14,CA,1702684160
457,acarau,-2.8856,-40.12,27.2,84,42,7.39,BR,1702684294
458,north bend,43.4065,-124.2243,13.37,71,0,0.0,US,1702684294
459,usogorsk,63.4106,48.6872,-8.62,94,100,4.15,RU,1702684294
460,show low,34.2542,-110.0298,9.45,34,19,5.66,US,1702684294
461,nuku'alofa,-21.1333,-175.2,30.19,79,40,7.2,TO,1702684295
462,nuuk,64.1835,-51.7216,-6.66,63,100,6.17,GL,1702684295
463,susanville,40.4163,-120.653,6.56,72,0,1.54,US,1702684295
464,taligaman,8.9044,125.6558,26.18,77,80,0.53,PH,1702684295
465,odda,60.0691,6.5457,5.91,99,100,5.43,NO,1702684295
466,yelizovo,53.1873,158.3805,-3.92,58,40,5.0,RU,1702684295
467,barcelos,41.5388,-8.6151,13.08,80,2,2.38,PT,1702684128
468,tubarjal,30.4999,38.216,12.55,54,1,3.93,SA,1702684296
469,luza,60.6308,47.2512,-9.32,94,100,4.04,RU,1702684296
470,puerto baquerizo moreno,-0.9,-89.6,24.26,88,85,4.93,EC,1702684296
471,nogliki,51.8333,143.1667,-23.14,78,1,6.26,RU,1702684297
472,verkhnevilyuysk,63.4453,120.3167,-27.55,95,100,3.6,RU,1702684297
473,noosa heads,-26.3833,153.15,30.62,56,50,2.15,AU,1702684070
474,turpan,42.9333,89.1667,-11.14,44,13,1.41,CN,1702684297
475,samana,19.2056,-69.3369,24.98,87,46,5.79,DO,1702684297
476,hithadhoo,-0.6,73.0833,28.19,74,62,2.6,MV,1702684297
477,pedernales,18.0384,-71.744,26.09,67,27,1.39,DO,1702684298
478,shakawe,-18.3667,21.85,20.77,90,91,2.05,BW,1702684298
479,nantucket,41.2835,-70.0995,8.34,76,0,6.17,US,1702684298
480,qarauyl,48.9451,79.255,-24.7,90,5,2.04,KZ,1702684298
481,timbiqui,2.7717,-77.6654,23.78,98,100,1.59,CO,1702684298
482,daira din panah,30.5702,70.9361,12.77,35,2,2.37,PK,1702684298
483,akureyri,65.6835,-18.0878,2.96,48,75,5.14,IS,1702684299
484,shenkursk,62.1091,42.896,-9.14,96,100,1.67,RU,1702684299
485,tinambac,13.8164,123.3261,27.24,81,100,3.46,PH,1702684299
486,hazard,37.2495,-83.1932,11.13,63,16,1.08,US,1702684299
487,sabzevar,36.2126,57.6819,2.42,87,6,0.45,IR,1702684299
488,isangel,-19.55,169.2667,30.06,62,75,3.09,VU,1702684299
489,harnai,30.1005,67.9374,9.99,52,4,1.97,PK,1702684299
490,olds,51.7834,-114.102,4.02,80,73,7.2,CA,1702684300
491,priozersk,61.0393,30.1291,-15.15,100,94,2.09,RU,1702684300
492,stephenville,32.2207,-98.2023,11.8,82,0,0.0,US,1702684300
493,nova vicosa,-17.8919,-39.3719,25.02,86,0,3.57,BR,1702684300
494,i-n-salah,27.1935,2.4607,12.23,44,0,8.46,DZ,1702684300
495,piacabucu,-10.4056,-36.4344,25.31,76,100,2.77,BR,1702684301
496,marquette,46.5333,-87.6335,2.69,98,100,0.83,US,1702684046
497,lerwick,60.1545,-1.1494,10.0,87,100,15.02,GB,1702684301
498,santana,-0.0583,-51.1817,30.1,66,20,4.12,BR,1702684124
499,agaro,7.85,36.65,16.91,84,50,0.32,ET,1702684301
500,kalevala,65.2,31.1667,-18.84,100,90,0.45,RU,1702684301
501,quepos,9.4236,-84.1652,26.4,86,46,0.94,CR,1702684301
502,mel'nikovo,56.5558,84.085,-17.64,96,100,2.93,RU,1702684302
503,glendive,47.1053,-104.7125,0.39,74,0,3.6,US,1702684302
504,mogocha,53.7333,119.7667,-34.94,96,22,1.56,RU,1702684302
505,colchani,-20.3,-66.9333,17.72,36,62,3.69,BO,1702684302
506,kununurra,-15.7667,128.7333,30.99,84,75,3.09,AU,1702684302
507,sadri,25.1833,73.4333,15.88,42,15,1.06,IN,1702684302
508,thousand palms,33.82,-116.3903,24.35,21,0,2.57,US,1702684150
509,guerrero negro,27.9769,-114.0611,21.42,31,0,3.95,MX,1702684304
510,banda aceh,5.5577,95.3222,25.29,89,100,4.38,ID,1702684304
511,paphos,34.7667,32.4167,14.88,82,20,2.57,CY,1702684057
512,onverwacht,5.5833,-55.1833,28.92,84,40,2.06,SR,1702684304
513,lavrio,37.7145,24.0565,18.19,82,99,5.3,GR,1702684304
514,remire-montjoly,4.9167,-52.2667,28.02,83,75,1.54,GF,1702684305
515,zhezqazghan,47.7833,67.7667,-10.19,65,36,4.62,KZ,1702684305
516,illizi,26.4833,8.4667,7.89,52,0,1.62,DZ,1702684305
517,chekmagush,55.1319,54.6556,-13.56,74,13,4.57,RU,1702684305
518,harlan,41.653,-95.3255,5.88,91,100,2.22,US,1702684305
519,sai buri,6.7013,101.6168,24.84,87,83,3.41,TH,1702684305
520,boa vista,2.8197,-60.6733,30.99,51,0,4.12,BR,1702684284
521,devonport,-41.1667,146.35,16.96,70,90,1.34,AU,1702684306
522,singkil,-7.9855,111.4161,25.29,77,100,1.93,ID,1702684306
523,mukalla,14.5425,49.1242,22.68,33,10,5.64,YE,1702684306
524,olinda,-8.0089,-34.8553,27.85,69,40,4.63,BR,1702684121
525,xilin hot,43.9667,116.0333,-24.65,90,100,4.53,CN,1702684306
526,carutapera,-1.195,-46.02,26.98,80,68,3.65,BR,1702684306
527,kikwit,-5.041,18.8162,21.32,97,100,0.96,CD,1702684306
528,kupang,-10.1667,123.5833,30.32,79,75,2.06,ID,1702684307
529,tianfu,37.1936,122.0511,-5.24,81,91,8.37,CN,1702684307
530,greenfield,42.9614,-88.0126,7.86,63,100,2.06,US,1702684028
531,varnsdorf,50.9115,14.6182,4.85,95,100,2.39,CZ,1702684307
532,zaysan,47.4667,84.8667,-22.02,88,43,1.42,KZ,1702684307
533,noumea,-22.2763,166.4572,30.99,97,9,5.18,NC,1702684308
534,mega,4.05,38.3,16.14,47,5,3.88,ET,1702684308
535,tateyama,34.9833,139.8667,21.17,88,99,13.38,JP,1702684308
536,tendukheda,23.4,79.55,13.16,49,0,1.14,IN,1702684308
537,llanes,43.4198,-4.7549,11.26,70,0,3.42,ES,1702684308
538,santa maria,-29.6842,-53.8069,22.61,88,75,4.63,BR,1702684308
539,tongren,27.7172,109.1853,0.61,73,100,4.24,CN,1702684309
540,watsa,3.0372,29.5355,17.15,74,79,0.73,CD,1702684309
541,chebli,36.5772,3.0092,11.75,73,36,3.6,DZ,1702684309
542,cedar city,37.6775,-113.0619,7.54,42,0,0.0,US,1702684113
543,outjo,-20.1167,16.15,22.58,26,99,3.91,,1702684309
544,lisakovsk,52.5369,62.4936,-17.61,86,14,2.22,KZ,1702684309
545,maintirano,-18.0667,44.0167,27.33,85,100,2.85,MG,1702684309
546,benjamin constant,-4.3831,-70.0311,25.07,94,75,1.54,BR,1702684310
547,oranjemund,-28.55,16.4333,15.38,93,1,5.36,,1702684310
548,wingene,51.0568,3.2526,8.2,80,92,3.58,BE,1702684310
549,muridke,31.8025,74.2617,9.01,36,0,1.19,PK,1702684310
550,bardai,11.65,7.2333,17.57,28,6,3.74,NG,1702684310
551,sao gabriel da cachoeira,-0.1303,-67.0892,24.24,98,98,0.52,BR,1702684310
552,luau,-10.7073,22.2247,18.57,97,96,1.14,AO,1702684265
553,armyansk,46.1092,33.6921,0.62,76,98,5.25,UA,1702684311
554,son la,21.3167,103.9,15.91,93,17,1.05,VN,1702684311
